description,class,grouped_class
يتضمن المصادقة على تعديل المادة 9 من الإتفاق المتعلق بتنظيم أعمال مؤتمر رؤساء دول البلدان الصحراوية وحكوماتها الذي تم في مؤتمر القمة السادس المنعقد في 28 و29 مارس سنة 1982 بنواقشط.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المتضمنة إنشاء الهيئة العربية للإستثمار والإنماء الزراعي الموقعة بالخرطوم في أول نوفمبر سنة 1976.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاقية المتعلقة بتنظيم أشغال مؤتمر رؤساء الدول والحكومات للدول الصحراوية الموقعة في 9 مارس سنة 1980 في باماكو.,الشؤون الخارجية,Other
يتضمن المصادقة على البروتوكول الخاص بالتعاون الاقتصادي بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الفرنسية، الموقع في 21 يونيو سنة 1982 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن إعلان نتائج الإمتحان المهني والمسابقة للإلتحاق بسلك الوزراء المفوضين والمستشارين وكتاب الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إعلان نتائج الإمتحان المهني والمسابقة على أساس الإختبارات والمسابقة على أساس الشهادات للإلتحاق بسلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن إعلان نتائج الإمتحان المهني والمسابقة على أساس الإختبارات والمسابقة على أساس الشهادات للإلتحاق بسلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاقية التجارية والتعريفة المبرمة بين الجمهورية الجزائرية الديمقراطية الشعبية والمملكة المغربية والموقعة بمدينة الجزائر في 17 مارس سنة 1973.,الشؤون الخارجية,Other
يتضمن المصادقة على الاتفاقية التجارية والتعريفة للتعاقد الطويل الأجل والمبرمة بين الجمهورية الجزائرية الديمقراطية الشعبية والجمهورية التونسية والموقع عليها بالجزائر في 17 فبراير سنة 1973.,الشؤون الخارجية,Other
يتضمن إحداث لجنة مكلفة بالتحضير المادي والتقني لمؤتمر قمة عدم الإنحياز.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون في ميدان الإسكان والتعمير والبناء بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية التونسية الموقع بمدينة الجزائر في 11 مارس سنة 1981.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية التجارية والتعريفية المبرمة بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الإسلامية الموريطانية والموقع عليها في 12 نوفمبر سنة 1973 بمدينة الجزائر.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق الجزائري الروماني المتعلق بإحداث اللجنة المختلطة الجزائرية الرومانية للتعاون الاقتصادي والعلمي والتقني الموقع بمدينة الجزائر في 13 مارس سنة 1972.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق الجزائري الروماني المتعلق بالنقل الجوي المدني والموقع بمدينة الجزائر في 13 مارس سنة 1972.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المبرمة بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الإسلامية الموريطانية والمتضمنة إحداث الشركة الجزائرية الموريطانية للصيد البحري والموقعة بنواقشط في أول نوفمبر سنة 1973.,الشؤون الخارجية,Other
تتضمن حركة في سلك كتاب الشؤون الخارجية.,الشؤون الخارجية,Other
تتضمن حركة في سلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
تتضمن حركة في سلك ملحقي الشؤون الخارجية.,الشؤون الخارجية,Other
تتضمن حركة في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
تتضمن حركة في سلك الكتاب القنصليين للشؤون الخارجية.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المبرمة بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الإسلامية الموريطانية والمتضمنة إحداث الشركة الموريطانية للملاحة البحرية والموقعة بنواقشط في أول نوفمبر سنة 1973.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاق المبرم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الإسلامية الموريطانية المتعلق بالتعاون الجزائري الموريطاني في مجال النقل والصيد البحري الموقع بنواقشط في أول نوفمبر سنة 1973.,الشؤون الخارجية,Other
يتضمن المصادقة على الإتفاقية المبرمة بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الإسلامية الموريطانية المتعلقة بالنقل عبر الطرق والموقعة بنواقشط في أول نوفمبر سنة 1973.,الشؤون الخارجية,Other
يتضمن المصادقة على إتفاق التعاون في البريد والمواصلات المبرم بين حكومة الجمهورية الجزائرية الديمقرطية الشعبية وحكومة جمهورية مالي والموقع ببماكو في 28 مارس 1975.,الشؤون الخارجية,Other
